"#","Company","Industry","Type","Location","Profile URL"
"1618","Gyeonggi Fire & Security","Building Equipment Contractors","Independent","Anyang, Gyeonggi, Republic Of Korea","https://dnb.com/business-directory/company-profiles/gyeonggi-fire--security.c5e559c40040e304f5fcba00155a2cfc"
"1619","INNOVATIVE FIRE AND SECURITY SYSYTEMS","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Hyderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/innovative-fire-and-security-sysytems.75bd7870da21912cc968937c7012923a"
"1620","AMAZON FIRE & SECURITY SOLUTIONS","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Guntur, Andhra Pradesh, India","https://dnb.com/business-directory/company-profiles/amazon-fire--security-solutions.7253c8f8f01a9fc686570716772a49a2"
"1621","REDDYS FIRE AND SECURITY SYSTEMS","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Hyderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/reddys-fire-and-security-systems.759d4755fe94801f9696633ff3a8754b"
"1622","MATRIX FIRE & SECURITY SYSTEMS","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Hyderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/matrix-fire--security-systems.41e605ada26efd4934f1d17231f7f496"
"1623","KLR FIRE AND SECURITY, LLC","Investigation and Security Services","Independent","Columbia Station, OH, United States","https://dnb.com/business-directory/company-profiles/klr-fire-and-security-llc.2f2ed01a296672528d3d6278316051f1"
"1624","A.E.C. FIRE - SAFETY & SECURITY, INCORPO...","Other Miscellaneous Retailers","Independent","Springfield, IL, United States","https://dnb.com/business-directory/company-profiles/aec-fire---safety--security-incorporated.c864c278dcb6b061820b3c6b6b9d6742"
"1625","SIM FIRE AND SECURITY LIMITED","Investigation and Security Services","Subsidiary","GLASGOW, Scotland, United Kingdom","https://dnb.com/business-directory/company-profiles/sim-fire-and-security-limited.015b3c77934c9531fa6e3f0f7b741d3c"
"1626","Chengdu Tongchuan Fire Fighting Security...","Nonresidential Building Construction","Parent","Chengdu, Sichuan, China","https://dnb.com/business-directory/company-profiles/chengdu-tongchuan-fire-fighting-security-engineering-co-ltd.243f22f9541a6dbf36c8aacfaf4d020a"
"1627","DELA FIRE AND SECURITY LIMITED","Architectural, Engineering, and Related Services","Independent","SITTINGBOURNE, England, United Kingdom","https://dnb.com/business-directory/company-profiles/dela-fire-and-security-limited.abc2507d72d136259a41669d39415fcd"
"1628","BRAKE FIRE SAFETY & SECURITY/ (S.P.S - L...","Machinery, Equipment, and Supplies Merchant Wholesalers","Parent","Ajman, Ajman, United Arab Emirates","https://dnb.com/business-directory/company-profiles/brake-fire-safety--security--(sps---llc).d71fc9ef66a2048381a03c1b728490ab"
"1629","BRAKE FIRE SAFETY & SECURITY/ (S.P.S - L...","","Branch","Abu Dhabi, Abu Dhabi, United Arab Emirates","https://dnb.com/business-directory/company-profiles/brake-fire-safety--security--(sps---llc)---branch-of-abu-dhabi.f9659b20b934655063ca49335bf4bc5c"
"1630","BRAKE FIRE SAFETY & SECURITY LLC SHJ. BR...","","Branch","Sharjah, Sharjah, United Arab Emirates","https://dnb.com/business-directory/company-profiles/brake-fire-safety--security-llc-shj-br.ff5cbec250c62fb54b15dd499087e2c4"
"1631","BRAKE FIRE SAFETY AND SECURITY L.L.C - D...","","Branch","Dubai, Dubai, United Arab Emirates","https://dnb.com/business-directory/company-profiles/brake-fire-safety-and-security-llc---dubai-branch.9357419c4d127b8a1b7d2bf866f4a45a"
"1632","SECURITY AND FIRE SAFETY","Miscellaneous Durable Goods Merchant Wholesalers","Independent","New Delhi, Delhi, India","https://dnb.com/business-directory/company-profiles/security-and-fire-safety.828c3bcdff4f86e284b19a1738c55d56"
"1633","Nantong Shisen Fire Fighting Security Eq...","Other General Purpose Machinery Manufacturing","Independent","Nantong, Jiangsu, China","https://dnb.com/business-directory/company-profiles/nantong-shisen-fire-fighting-security-equipment-co-ltd.45f8969b50ffceed5d937298e8d8786f"
"1634","LELAND FIRE AND SECURITY LIMITED","Investigation and Security Services","Subsidiary","SWINDON, England, United Kingdom","https://dnb.com/business-directory/company-profiles/leland-fire-and-security-limited.c162ed9e2c519677e9ee92ba01ef9ef9"
"1635","SECURITY AND FIRE ENTERPRISES","Investigation and Security Services","Independent","New Delhi, Delhi, India","https://dnb.com/business-directory/company-profiles/security-and-fire-enterprises.781de19618bdcb310196976c0f5229c2"
"1636","KING'S FIRE PROTECTION AND SECURITY SYST...","Investigation and Security Services","Independent","Bardez, Goa, India","https://dnb.com/business-directory/company-profiles/kings-fire-protection-and-security-system-llp.8b50d5e05d51d4789785cb30459cecfb"
"1637","Hebei Tangsheng Fire Fighting Security E...","Other General Purpose Machinery Manufacturing","Independent","Baoding, Hebei, China","https://dnb.com/business-directory/company-profiles/hebei-tangsheng-fire-fighting-security-equipment-co-ltd.e26a3620ad4034059a4a276ecf61645c"
"1638","SCOPE FIRE AND SECURITY LTD","Building Equipment Contractors","Independent","BURNLEY, England, United Kingdom","https://dnb.com/business-directory/company-profiles/scope-fire-and-security-ltd.7f41276730cf2f94204de9510a4ff242"
"1639","AMAX FIRE AND SECURITY LIMITED","Investigation and Security Services","Independent","HARROW, England, United Kingdom","https://dnb.com/business-directory/company-profiles/amax-fire-and-security-limited.62d9c530726c5e1a4e27c882390b35f7"
"1640","KGS FIRE & SECURITY AUSTRALIA PTY LTD","Other Electrical Equipment and Component Manufacturing","Independent","NOTTING HILL, VICTORIA, Australia","https://dnb.com/business-directory/company-profiles/kgs-fire--security-australia-pty-ltd.e6446bcd92f08872823627c4040d1350"
"1641","Sichuan Xingjingyi Fire Fighting Securit...","Building Equipment Contractors","Independent","Dazhou, Sichuan, China","https://dnb.com/business-directory/company-profiles/sichuan-xingjingyi-fire-fighting-security-equipment-equipment-co-ltd.358ad7a4fcf2b7a01962ca8e36b42dcb"
"1642","Allied Safe & Vault Co.","Building Material and Supplies Dealers","Independent","Spokane Valley, WA, United States","https://dnb.com/business-directory/company-profiles/allied-safe--vault-co.fcbe00341cd9f544fb91278c03a9bb23"
"1643","Shanghai Mouan Intelligence Fire Fightin...","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","Shanghai, Shanghai, China","https://dnb.com/business-directory/company-profiles/shanghai-mouan-intelligence-fire-fighting-security-equipment-co-ltd.b72086668b8680fe775284ec02b99fb2"
"1644","Qujing Dacheng Commerce And Trade Co., L...","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","Qujing, Yunnan, China","https://dnb.com/business-directory/company-profiles/qujing-dacheng-commerce-and-trade-co-ltd.9ba286af7e2148ae7ac1461120ab36ee"
"1645","Inner Mongolia Jinglan Fire Fighting Sec...","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","Hohhot, Inner Mongolia, China","https://dnb.com/business-directory/company-profiles/inner-mongolia-jinglan-fire-fighting-security-equipment-co-ltd.8eb39b449c069f3d73b3cf4fd2d1eb94"
"1646","Shenzhen Fire Fighting Security Engineer...","Business Support Services","Independent","Guangzhou, Guangdong, China","https://dnb.com/business-directory/company-profiles/shenzhen-fire-fighting-security-engineering-equipment-co-ltd-guangzhou-office.6314cc8d188a000dfc3054ddf095aa44"
"1647","New Pulis (tianjin) Fire And Security Sy...","Business Support Services","Independent","Chongqing, Chongqing, China","https://dnb.com/business-directory/company-profiles/new-pulis-(tianjin)-fire-and-security-system-co-ltd-chongqing-office.b00059106b9ff1662d939277426f1810"
"1648","Beijing Shidao Fire Fighting Security En...","Business Support Services","Independent","Nanjing, Jiangsu, China","https://dnb.com/business-directory/company-profiles/beijing-shidao-fire-fighting-security-engineering-equipment-co-ltd-nanjing-of-fice.4117d1486be2ee5973631b8261ae792a"
"1649","FIRE SAFETY & SECURITY SERVICES PTY LIMI...","Building Equipment Contractors","Subsidiary","INGLEBURN, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/fire-safety--security-services-pty-limited.9db59c56ce6fc652a4c8c2e33cc23c27"
"1650","SEQ FIRE & SECURITY PTY LTD","Building Equipment Contractors","Subsidiary","STAFFORD, QUEENSLAND, Australia","https://dnb.com/business-directory/company-profiles/seq-fire--security-pty-ltd.abd7da1399a69bffa93afcfe52be8d65"
"1651","ASTUTE FIRE & SECURITY PTY LTD","Building Equipment Contractors","Subsidiary","BELROSE, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/astute-fire--security-pty-ltd.ef42299a0595250c4a5e5cfe14c5f30e"
"1652","ADVANCED SOLUTIONS AUSTRALIA PTY LTD","Building Equipment Contractors","Subsidiary","MARRICKVILLE, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/advanced-solutions-australia-pty-ltd.48b542a110930b13dd5eb23dc57180f6"
"1653","PAUL-TEC (AUSTRALIA) PTY LTD","Building Equipment Contractors","Subsidiary","SEVEN HILLS, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/paul-tec-(australia)-pty-ltd.79dddb33e2bda098197d6e42ebe09967"
"1654","BOTECH NOMINEES PTY LTD","Building Equipment Contractors","Subsidiary","MALAGA, WESTERN AUSTRALIA, Australia","https://dnb.com/business-directory/company-profiles/botech-nominees-pty-ltd.52cd505ec111f91b975e42a7ebc1f8ac"
"1655","SAFER FACILITIES GROUP PTY LTD","Building Equipment Contractors","Subsidiary","GOONELLABAH, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/safer-facilities-group-pty-ltd.588a8a4c4753b3081ce525c34f66b099"
"1656","NULL FIRE & SECURITY PTY LTD","Building Equipment Contractors","Subsidiary","HOMEBUSH WEST, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/null-fire--security-pty-ltd.fa95d8aada1fb83df595458f2c49d099"
"1657","GALAXY FIRE AND SECURITY SYSTEM","Building Equipment Contractors","Independent","New Delhi, Delhi, India","https://dnb.com/business-directory/company-profiles/galaxy-fire-and-security-system.237a53541424f514e9368ed957ce6c09"
"1658","Minqin County Lvzhou Fire Fighting Secur...","Furniture and Home Furnishings Retailers","Independent","Wuwei, Gansu, China","https://dnb.com/business-directory/company-profiles/minqin-county-lvzhou-fire-fighting-security-co-ltd.71c2ec191b90d560a372f29521969ec8"
"1659","SECURITY FIRE PREVENTION, INC.","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Miami, FL, United States","https://dnb.com/business-directory/company-profiles/security-fire-prevention-inc.0c9d1df60c737534e8f0bdad04876296"
"1660","RADIUS FIRE SECURITY SYSTEM","Professional and Commercial Equipment and Supplies Merchant Wholesalers","Independent","Ghaziabad, Uttar Pradesh, India","https://dnb.com/business-directory/company-profiles/radius-fire-security-system.cd72425587461d16231587ca6d15759f"
"1661","AFA FIRE & SECURITY LIMITED","Building Equipment Contractors","Subsidiary","BATHGATE, Scotland, United Kingdom","https://dnb.com/business-directory/company-profiles/afa-fire--security-limited.ecb5d8eeca2463f4c0c6708ee0470220"
"1662","PROACTS FIRE AND SECURITY SYSTEMS","Building Equipment Contractors","Independent","Bengaluru, Karnataka, India","https://dnb.com/business-directory/company-profiles/proacts-fire-and-security-systems.e84add1efc7d3dddb2bdabd30d57d24f"
"1663","MAHALAKSHMI FIRE AND SECURITY SYATEM","Building Equipment Contractors","Independent","Bengaluru, Karnataka, India","https://dnb.com/business-directory/company-profiles/mahalakshmi-fire-and-security-syatem.c284adb9b28958664deb55ec9c62de70"
"1664","Alarm Center, Inc.","Investigation and Security Services","Parent","Lacey, WA, United States","https://dnb.com/business-directory/company-profiles/alarm-center-inc.7780e22283224ed784dbe23d9c2127f9"
"1665","VGP FIRE & SECURITY SYSTEMS","Furniture and Home Furnishing Merchant Wholesalers","Independent","Hyderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/vgp-fire--security-systems.01a34bb6a156ed1ee607d75969ad5527"
"1666","Omni Fire And Security Systems L.P.","Investigation and Security Services","Independent","Houston, TX, United States","https://dnb.com/business-directory/company-profiles/omni-fire-and-security-systems-lp.3f1a244a62f0d79e8685ab513f6b1452"
"1667","Shanghai Dayang Fire Fighting & Security...","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","Shanghai, Shanghai, China","https://dnb.com/business-directory/company-profiles/shanghai-dayang-fire-fighting--security-engineering-co-ltd.f742648cbd6480e79de9fc8d0cd0560d"
"1668","DDE SERVICES (ELECTRICAL, FIRE SECURITY)...","Electric Power Generation, Transmission and Distribution","Independent","ARNDELL PARK, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/dde-services-(electrical-fire-security)-pty-ltd.38c618e18ab40f1dc94e1dfd9f897203"
"1669","METAS SECURITY AND FIRE SERVICES PRIVATE...","Investigation and Security Services","Parent","Raipur, Chhattisgarh, India","https://dnb.com/business-directory/company-profiles/metas-security-and-fire-services-private-limited.5730861645359613282bfa6c1607ac0e"
"1670","Black Tusk Fire & Security Inc","Building Equipment Contractors","Independent","Whistler, BC, Canada","https://dnb.com/business-directory/company-profiles/black-tusk-fire--security-inc.a737dd9feeab44e1f8c82618907d3b28"
"1671","CHILMAN FIRE AND SECURITY LIMITED","Architectural, Engineering, and Related Services","Independent","KIDLINGTON, England, United Kingdom","https://dnb.com/business-directory/company-profiles/chilman-fire-and-security-limited.32ffdc859b03a8069a78a4de44e36a9d"
"1672","FIRST SECURITY SERVICE, INC.","Building Equipment Contractors","Independent","Durham, NC, United States","https://dnb.com/business-directory/company-profiles/first-security-service-inc.132fbbfb5c8265607712f86e8e49d1ce"
"1673","Fire & Security Centre","Building Material and Supplies Dealers","Independent","Dryden, ON, Canada","https://dnb.com/business-directory/company-profiles/fire--security-centre.e6c4a4ef8be602bbfb37d1ecca87aa6a"
"1674","APM FIRE AND SECURITY LIMITED","Building Equipment Contractors","Independent","GLOUCESTER, England, United Kingdom","https://dnb.com/business-directory/company-profiles/apm-fire-and-security-limited.6e0c8f2ae345562513e0ba660ed638ee"
"1675","PSK FIRE & SECURITY SOLUTIONS PRIVATE LI...","Investigation and Security Services","Independent","Pune, Maharashtra, India","https://dnb.com/business-directory/company-profiles/psk-fire--security-solutions-private-limited.f642d7445d3d0bb71c48ff515ebd7a87"
"1676","AU FIRE SECURITY SERVICES PRIVATE LIMITE...","Investigation and Security Services","Independent","New Delhi, Delhi, India","https://dnb.com/business-directory/company-profiles/au-fire-security-services-private-limited.2b334452b19385f6bf64a4ae94727181"
"1677","TARUN SECURITY SERVICES AND FIRE FIGHTIN...","Investigation and Security Services","Independent","Jhajjar, Haryana, India","https://dnb.com/business-directory/company-profiles/tarun-security-services-and-fire-fighting-solutions-private-limited.2c866b69a204683adc467a3644040eb5"
"1678","TERAH FIRE & SECURITY","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","Bengaluru, Karnataka, India","https://dnb.com/business-directory/company-profiles/terah-fire--security.09dfd7e46f2db2cbbc124f52314e4ffc"
"1679","Fire Fighter Co Security And Safety Equi...","Investigation and Security Services","Independent","Dubai, Dubai, United Arab Emirates","https://dnb.com/business-directory/company-profiles/fire-fighter-co-security-and-safety-equipmntllc.086b1a505fd7137aaea81b4ba383de05"
"1680","Seguridad E B V S.A.","Investigation and Security Services","Independent","SANTIAGO, Santiago, Chile","https://dnb.com/business-directory/company-profiles/seguridad-e-b-v-sa.5fc91d88a7faee6bae4f090af8c6a659"
"1681","STEALTH FIRE & SECURITY LIMITED","Business Support Services","Independent","SOUTH CROYDON, England, United Kingdom","https://dnb.com/business-directory/company-profiles/stealth-fire--security-limited.5442f3d9dfd4f38ef027cb4776d3b9f0"
"1682","PHELA KE PELE FIRE AND SECURITY CC","Other Professional, Scientific, and Technical Services","Independent","RUSLOO, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/phela-ke-pele-fire-and-security-cc.105f792942af5334522816579917b7f8"
"1683","MEGAWALT FIRE AND SECURITY SERVICES CC","Other Professional, Scientific, and Technical Services","Independent","RUSLOO, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/megawalt-fire-and-security-services-cc.969b17486978c0ca66afbd806ab568eb"
"1684","MERIMNA FIRE AND SECURITY (PTY) LTD","Other Professional, Scientific, and Technical Services","Independent","HALFWAY HOUSE, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/merimna-fire-and-security-(pty)-ltd.d21d719ce20dca393a6877d89d3b010d"
"1685","VOE FIRE AND SECURITY SYSTEMS CC","Other Professional, Scientific, and Technical Services","Independent","JOHANNESBURG, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/voe-fire-and-security-systems-cc.512ad8d4eb195d33e86fb41dc717b9aa"
"1686","ZWAKALA FIRE AND SECURITY SERVICES CC","Other Professional, Scientific, and Technical Services","Independent","JOHANNESBURG, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/zwakala-fire-and-security-services-cc.bda13ca7fe47986fd7e6b28ff2174f5e"
"1687","C P FIRE AND SECURITY PROJECTS CC","Other Professional, Scientific, and Technical Services","Independent","KEMPTON PARK, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/c-p-fire-and-security-projects-cc.a48483a9e2335f4a1f386ca17473c06a"
"1688","MEGA FIRE SECURITY SERVICES CC","Other Professional, Scientific, and Technical Services","Independent","THOHOYANDOU, LIMPOPO, South Africa","https://dnb.com/business-directory/company-profiles/mega-fire-security-services-cc.282d594068b8b4463a7b5def843b4f64"
"1689","CENTRAL FIRE AND SECURITY SERVICES (PTY)...","Other Professional, Scientific, and Technical Services","Independent","JOHANNESBURG, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/central-fire-and-security-services-(pty)-ltd.2a5f65144c2a97cd35bbac13df9996eb"
"1690","FIRE AND SECURITY SURVEILLANCE (PTY) LTD","Other Professional, Scientific, and Technical Services","Independent","JOHANNESBURG, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/fire-and-security-surveillance-(pty)-ltd.a0f65023e6be6fffe209989e13acac1a"
"1691","ABC MARKETING NATAL CC","Other Professional, Scientific, and Technical Services","Independent","JOHANNESBURG, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/abc-marketing-natal-cc.191d3f2132f0fa8953f2b1c71c3fbc81"
"1692","ABC MARKETING (MPUMALANGA) CC","Other Professional, Scientific, and Technical Services","Independent","SPRINGS, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/abc-marketing-(mpumalanga)-cc.e07fcaa0555e9ea6301c2a69d6f47932"
"1693","ABC MARKETING FREE STATE CC","Other Professional, Scientific, and Technical Services","Independent","JOHANNESBURG, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/abc-marketing-free-state-cc.002ad11e1b64da42d9780f3c6783fd9b"
"1694","R M D FIRE EXTINGUISHERS AND SECURITY CC","Other Professional, Scientific, and Technical Services","Independent","JOHANNESBURG, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/r-m-d-fire-extinguishers-and-security-cc.42574714ec0671be49c1b15b80efa8ad"
"1695","HD FIRE AND SECURITY NELSPRUIT (PTY) LTD","Other Professional, Scientific, and Technical Services","Independent","PRETORIA, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/hd-fire-and-security-nelspruit-(pty)-ltd.db4c686da3318fa4f6e7e009ba6ff79c"
"1696","LECHABILE FIRE SECURITY SERVICES CC","Other Professional, Scientific, and Technical Services","Independent","SPRINGS, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/lechabile-fire-security-services-cc.67a3048b050f7713757ec10fd17be0d9"
"1697","MLAMLANKUNZI FIRE SECURITY SERVICES CC","Other Professional, Scientific, and Technical Services","Independent","BENONI, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/mlamlankunzi-fire-security-services-cc.da0083959770af84dcf6345b18d980ff"
"1698","FIRE SECURITY TRAINING COLLEGE CC","Other Professional, Scientific, and Technical Services","Independent","PRETORIA, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/fire-security-training-college-cc.08e9d0bfdb78f65a81c71fb2a5e906dc"
"1699","FUZUDLADLA TRADING AND CONSULTING (PTY) ...","Other Professional, Scientific, and Technical Services","Independent","PINETOWN, KWA-ZULU NATAL, South Africa","https://dnb.com/business-directory/company-profiles/fuzudladla-trading-and-consulting-(pty)-ltd.9969c34e4d9723435ef389737003ed32"
"1700","KATMAN FIRE AND SECURITY (PTY) LTD","Other Professional, Scientific, and Technical Services","Independent","LIMPOPO, EASTERN CAPE, South Africa","https://dnb.com/business-directory/company-profiles/katman-fire-and-security-(pty)-ltd.80db803c8d91a8afcadf52073dfac5f9"
"1701","VDC FIRE AND SECURITY (PTY) LTD","Other Professional, Scientific, and Technical Services","Independent","KING WILLIAMS TOWN, EASTERN CAPE, South Africa","https://dnb.com/business-directory/company-profiles/vdc-fire-and-security-(pty)-ltd.f8cd62da03c94df1e84b14dc85f41b97"
"1702","RAW FIRE AND SECURITY JOHANNESBURG (PTY)...","Other Professional, Scientific, and Technical Services","Independent","BOKSBURG, GAUTENG, South Africa","https://dnb.com/business-directory/company-profiles/raw-fire-and-security-johannesburg-(pty)-ltd.94846933e882c12ce9985de5d7fa5a98"
"1703","FIRE FORCE SECURITY CC","Other Professional, Scientific, and Technical Services","Independent","QUEENSTOWN, EASTERN CAPE, South Africa","https://dnb.com/business-directory/company-profiles/fire-force-security-cc.bef745208448423e0e59ef42169cb4fa"
"1704","INTEGRATED FIRE AND SECURITY SPECIALISTS...","Other Professional, Scientific, and Technical Services","Independent","PHOENIX, KWA-ZULU NATAL, South Africa","https://dnb.com/business-directory/company-profiles/integrated-fire-and-security-specialists-cc.e3ca03557fa07745e7f2df1af4b0934e"
"1705","FIRE & ELECTRONIC SECURITY SOLUTIONS","Other Professional, Scientific, and Technical Services","Independent","Accra, Greater Accra, Ghana","https://dnb.com/business-directory/company-profiles/fire--electronic-security-solutions.823c34673dc817b5dd4f7a94352ce027"
"1706","ANATIK FIRE AND SECURITY (PTY) LTD","Other Professional, Scientific, and Technical Services","Independent","DURBAN, KWA-ZULU NATAL, South Africa","https://dnb.com/business-directory/company-profiles/anatik-fire-and-security-(pty)-ltd.53f0e921fdc77b673524cd38ed95b5b4"
"1707","MARS FIRE & SECURITY","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Hyderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/mars-fire--security.7fc4fac60e9e921610bb489de1d5126d"
"1708","HITECH FIRE PROTECTION ENGINEERS & SECUR...","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Patiala, Punjab, India","https://dnb.com/business-directory/company-profiles/hitech-fire-protection-engineers--security-system-private-limited.6a5986445a9dcea1338c03798b24a5ff"
"1709","TRINITY FIRE AND SECURITY SOLUTIONS","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Hyderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/trinity-fire-and-security-solutions.aa9f21f2ae5b17eb983f42972dd5bc23"
"1710","SHIREE FIRE SECURITY SYSTEMS","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Hyderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/shiree-fire-security-systems.b040aa124dc9a1a84280efccbec1732b"
"1711","MARS FIRE AND SECURITY","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Secunderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/mars-fire-and-security.101249ddc720024d70a3c5f012779299"
"1712","SHELL FIRE & SECURITY SOLUTIONS","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Hyderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/shell-fire--security-solutions.ba1e9746b9e87376ff51ba3d93424e1e"
"1713","SAFEWELL FIRE & SECURITY SYSTEMS","Miscellaneous Durable Goods Merchant Wholesalers","Independent","Secunderabad, Telangana, India","https://dnb.com/business-directory/company-profiles/safewell-fire--security-systems.581e1931622b0e646175efd027844ced"
"1714","Fire Equipment Service Co.","Machinery, Equipment, and Supplies Merchant Wholesalers","Independent","Louisville, KY, United States","https://dnb.com/business-directory/company-profiles/fire-equipment-service-co.6a4878380aa8804948ad0208933306cc"
"1715","SOVEREIGN FIRE & SECURITY HOLDINGS LIMIT...","Business Support Services","Parent","BRISTOL, England, United Kingdom","https://dnb.com/business-directory/company-profiles/sovereign-fire--security-holdings-limited.f1557e4601641f1ac0058ef1683ebc24"
"1716","Carrier Fire & Security Corporation","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment M...","Subsidiary","Palm Beach Gardens, FL, United States","https://dnb.com/business-directory/company-profiles/carrier-fire--security-corporation.6c19f85bfda3df80c0f0c046ace93481"
"1717","PRW GROUP LIMITED","Building Equipment Contractors","Parent","RADSTOCK, England, United Kingdom","https://dnb.com/business-directory/company-profiles/prw-group-limited.92d6cf1d985384c6164cb265405903d9"
"1718","Wuhan Hanxing Huadewei Fire Fighting Sec...","Rubber Product Manufacturing","Independent","Wuhan, Hubei, China","https://dnb.com/business-directory/company-profiles/wuhan-hanxing-huadewei-fire-fighting-security-detection-co-ltd.9457bcc9702d9b73060d1dcb4aded6b6"
"1719","AMRUTH FIRE AND SECURITY SYSTEM","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Bengaluru, Karnataka, India","https://dnb.com/business-directory/company-profiles/amruth-fire-and-security-system.6e6b44e9dfcf6fbf3eb55692addf9a70"
"1720","KRISHNA FIRE SECURITY SYSTEM","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","New Delhi, Delhi, India","https://dnb.com/business-directory/company-profiles/krishna-fire-security-system.74803fbae6bd57ac624406717195329e"
"1721","NETRA FIRE SECURITY SOLUTION","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Ahmedabad, Gujarat, India","https://dnb.com/business-directory/company-profiles/netra-fire-security-solution.b798cf0d597ad9772776e9118ec03381"
"1722","SMART INDIANS SECURITY & FIRE SOLUTIONS","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Kanpur, Uttar Pradesh, India","https://dnb.com/business-directory/company-profiles/smart-indians-security--fire-solutions.0edf6276dba9edba912e5ae4f3a401f5"
"1723","RELIABLE FIRE & SECURITY SYSTEMS","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Guntur, Andhra Pradesh, India","https://dnb.com/business-directory/company-profiles/reliable-fire--security-systems.ef1d8131b81ee736c3906582d3324fbb"
"1724","PROTOTEX FIRE AND SECURITY SOLUTIONS","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Bengaluru, Karnataka, India","https://dnb.com/business-directory/company-profiles/prototex-fire-and-security-solutions.bf690bec5c7a1fe98635269d8be51737"
"1725","ANGEL SECURITY & FIRE TECHNOLOGIES","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","New Delhi, Delhi, India","https://dnb.com/business-directory/company-profiles/angel-security--fire-technologies.0929cfe3660b9849deb4a9b3a4e240bf"
"1726","ROYAL FIRE & SECURITY SYSTEMS","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Bengaluru, Karnataka, India","https://dnb.com/business-directory/company-profiles/royal-fire--security-systems.94aaa678b3b70c3943a4885dccc195ad"
"1727","SKY FLY SECURITY & FIRE SAFETY SERVICES","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Etawah, Uttar Pradesh, India","https://dnb.com/business-directory/company-profiles/sky-fly-security--fire-safety-services.1eb119c130a9f2c1174b5ab38e3b92f8"
"1728","EXPERT FIRE & SECURITY SOLUTION","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Independent","Pune, Maharashtra, India","https://dnb.com/business-directory/company-profiles/expert-fire--security-solution.577a4d3ca4ea205987a890aadeb007aa"
